precipitationFlag,zone2Minutes,trainingFatigueScore,sleepQuality,affectToday,affectTomorrow
1,-0.37387139033281175,-4.569624306899073,3.4356570129648527,-0.83154069732618,-3.9539749628110354
0,1.2632175596249158,-3.4536836047041004,3.733098855880453,0.7786044195123113,-0.8011604102691937
1,-1.543220640302617,-3.1746984291553573,1.6510059554712506,-0.83154069732618,0.775246866001727
0,1.2047500971264253,-2.6167280780578706,2.840773327133652,1.583676977931557,-0.8011604102691937
0,-0.023066615341870142,-2.6167280780578706,2.245889641302451,0.7786044195123113,1.5634505041371873
1,-0.9585460153177144,-1.7797725514116405,1.3535641125556503,-0.83154069732618,0.775246866001727
1,-0.5492737778282826,-0.5243392614422955,-0.13364510202235153,-1.6366132557454256,-0.8011604102691937
1,0.15233577215360067,0.17312367742956286,0.16379674089324883,-0.026468138906934353,-1.589364048404654
0,-0.6077412403267728,-0.8033244369910387,-0.4310869449379519,-0.026468138906934353,-0.012956772133733366
0,0.7954778596369936,-0.3848466736679238,1.0561222696400498,-0.026468138906934353,-0.012956772133733366
0,-1.1339484028131852,-1.0823096125397822,-0.13364510202235153,-0.026468138906934353,-0.012956772133733366
1,-0.49080631532979224,-0.3848466736679238,0.4612385838088492,-0.83154069732618,-0.012956772133733366
0,0.8539453221354838,-0.3848466736679238,0.7586804267244496,0.7786044195123113,-0.8011604102691937
1,-0.37387139033281175,0.03363108965519121,0.16379674089324883,-0.83154069732618,0.775246866001727
0,0.444673084646052,0.17312367742956286,-0.7285287878535522,-0.026468138906934353,-0.8011604102691937
0,-0.5492737778282826,-0.9428170247654104,0.16379674089324883,0.7786044195123113,-0.012956772133733366
0,0.32773815964907144,-0.8033244369910387,1.3535641125556503,0.7786044195123113,0.775246866001727
0,0.444673084646052,-0.3848466736679238,0.7586804267244496,-0.026468138906934353,0.775246866001727
1,-1.3678182528071463,-0.8033244369910387,-0.4310869449379519,-1.6366132557454256,-0.012956772133733366
0,1.087815172129445,0.17312367742956286,-0.13364510202235153,0.7786044195123113,-1.589364048404654
1,-1.6601555652995976,0.03363108965519121,-1.0259706307691525,-2.4416858141646713,0.775246866001727
0,1.1462826346279351,0.17312367742956286,0.4612385838088492,-0.026468138906934353,-2.3775676865401145
1,-1.4262857153056365,0.17312367742956286,-1.0259706307691525,-0.83154069732618,-0.012956772133733366
1,-0.7246761653237533,0.8705866163014212,-1.323412473684753,-1.6366132557454256,-0.8011604102691937
1,-0.19846900283734092,1.1495717918501644,-0.4310869449379519,-0.83154069732618,-1.589364048404654
0,0.3862056221475617,1.0100792040757929,0.16379674089324883,1.583676977931557,-0.8011604102691937
0,0.5616080096430325,0.8705866163014212,0.16379674089324883,-0.026468138906934353,1.5634505041371873
0,0.7370103971385034,0.8705866163014212,-0.13364510202235153,-0.026468138906934353,-0.012956772133733366
0,-0.6077412403267728,-0.3848466736679238,-0.7285287878535522,-0.026468138906934353,-0.012956772133733366
0,0.26927069715058116,0.17312367742956286,0.4612385838088492,-0.026468138906934353,-0.012956772133733366
1,-0.7246761653237533,0.31261626520393454,-0.7285287878535522,-0.83154069732618,-0.012956772133733366
1,-0.5492737778282826,0.5916014407526778,-0.4310869449379519,-1.6366132557454256,-0.8011604102691937
0,0.5031405471445423,1.1495717918501644,-0.7285287878535522,1.583676977931557,-1.589364048404654
0,0.5616080096430325,1.1495717918501644,-0.7285287878535522,0.7786044195123113,1.5634505041371873
0,-0.023066615341870142,0.8705866163014212,-1.0259706307691525,0.7786044195123113,0.775246866001727
0,1.2632175596249158,1.2890643796245362,-0.4310869449379519,0.7786044195123113,0.775246866001727
0,0.26927069715058116,1.2890643796245362,-1.6208543166003533,-0.026468138906934353,0.775246866001727
0,-0.9000785528192241,0.03363108965519121,0.16379674089324883,-0.026468138906934353,-0.012956772133733366
0,-0.023066615341870142,-0.6638318492166672,-0.7285287878535522,-0.026468138906934353,-0.012956772133733366
0,2.19869695960076,0.31261626520393454,0.7586804267244496,1.583676977931557,-0.012956772133733366
0,-0.6077412403267728,-0.24535408589355212,-0.13364510202235153,-0.026468138906934353,1.5634505041371873
1,-0.432338852831302,0.31261626520393454,-0.13364510202235153,-0.83154069732618,-0.012956772133733366
1,-0.3154039278343215,1.1495717918501644,-1.6208543166003533,-1.6366132557454256,-0.8011604102691937
0,1.4386199471203864,1.4285569673989078,0.4612385838088492,0.7786044195123113,-1.589364048404654
1,0.035400847156620126,1.8470347307220227,-1.323412473684753,-0.026468138906934353,0.775246866001727
1,-1.1924158653116754,1.2890643796245362,-2.215738002431554,-0.83154069732618,-0.012956772133733366
0,-0.6077412403267728,0.8705866163014212,-1.323412473684753,0.7786044195123113,-0.8011604102691937
0,-1.1924158653116754,-0.3848466736679238,-1.323412473684753,-0.83154069732618,0.775246866001727
0,0.678542934640013,-0.24535408589355212,0.4612385838088492,0.7786044195123113,-0.8011604102691937
0,0.6200754721415228,-0.3848466736679238,1.0561222696400498,0.7786044195123113,0.775246866001727
0,0.7954778596369936,-0.10586149811918046,0.7586804267244496,1.583676977931557,0.775246866001727
0,0.444673084646052,-0.10586149811918046,0.16379674089324883,-0.026468138906934353,1.5634505041371873
1,-1.8355579527950683,-0.6638318492166672,-0.7285287878535522,-1.6366132557454256,-0.012956772133733366
0,0.5616080096430325,-0.6638318492166672,1.3535641125556503,0.7786044195123113,-1.589364048404654
1,-1.075480940314695,-0.6638318492166672,0.16379674089324883,-0.83154069732618,0.775246866001727
1,-1.952492877792049,-0.9428170247654104,-0.13364510202235153,-1.6366132557454256,-0.8011604102691937
0,0.6200754721415228,-1.0823096125397822,1.948447798386851,0.7786044195123113,-1.589364048404654
0,0.32773815964907144,-0.9428170247654104,-0.13364510202235153,-0.026468138906934353,0.775246866001727
0,0.26927069715058116,-1.2218022003141538,1.6510059554712506,1.583676977931557,-0.012956772133733366
0,-0.3154039278343215,-1.6402799636372687,1.3535641125556503,0.7786044195123113,1.5634505041371873
0,-0.37387139033281175,-1.6402799636372687,1.948447798386851,-0.83154069732618,0.775246866001727
0,-0.37387139033281175,-1.919265139186012,1.3535641125556503,0.7786044195123113,-0.8011604102691937
0,0.678542934640013,-2.058757726960384,2.5433314842180517,-0.026468138906934353,0.775246866001727
1,-0.0815340778403604,-1.3612947880885253,0.7586804267244496,-0.83154069732618,-0.012956772133733366
0,1.0293477096309547,-0.8033244369910387,0.4612385838088492,0.7786044195123113,-0.8011604102691937
0,-0.19846900283734092,-0.9428170247654104,0.16379674089324883,0.7786044195123113,0.775246866001727
0,-0.0815340778403604,-1.3612947880885253,1.3535641125556503,0.7786044195123113,0.775246866001727
0,0.0938683096551104,-0.9428170247654104,0.7586804267244496,-0.026468138906934353,0.775246866001727
0,0.678542934640013,-0.9428170247654104,1.3535641125556503,-0.026468138906934353,-0.012956772133733366
0,0.21080323465209092,-0.5243392614422955,0.16379674089324883,-0.83154069732618,-0.012956772133733366
0,1.6140223346158573,0.8705866163014212,0.16379674089324883,-0.026468138906934353,-0.8011604102691937
0,0.26927069715058116,0.5916014407526778,-0.4310869449379519,-0.026468138906934353,-0.012956772133733366
